,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
291,kev,02/13/2025,Integer Overflow,CVE-2015-8651,Adobe Flash Player Integer Overflow Vulnerability,exploitation_technique,T1189,Drive-by Compromise,15.1,enterprise,,,,['https://blogs.quickheal.com/anatomy-flash-exploit-cve-2015-8651-integrated-rig-exploit-kit/'],This vulnerability is exploited with maliciously-crafted code hosted on a website via drive-by compromise. It has been seen used in the wild by exploit kits whose goal is frequently to load ransomware onto the target machine.,,09/10/2024,02/11/2025
292,kev,02/13/2025,Security Feature Bypass,CVE-2015-0310,Adobe Flash Player ASLR Bypass Vulnerability,exploitation_technique,T1189,Drive-by Compromise,15.1,enterprise,,,,['https://www.zero-day.cz/database/172/'],This vulnerability is exploited with maliciously-crafted code hosted on a website via drive-by compromise. It has been seen used in the wild by exploit kits.,,09/10/2024,02/11/2025
293,kev,02/13/2025,Buffer Overflow,CVE-2015-3113,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability,secondary_impact,T1622,Debugger Evasion,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/ups-observations-on-cve-2015-3113-prior-zero-days-and-the-pirpi-payload/', 'https://www.trendmicro.com/vinfo/us/threat-encyclopedia/vulnerability/4208/adobe-flash-player-heap-buffer-overflow-vulnerability-cve-2015-3113']","This heap-based buffer overflow vulnerability is exploited by having a user open a maliciously-crafted file. 

In the wild, this exploitation has been used in order to establish command and control (over HTTP) with a target system.  The command and control functionality has also been seen to employ debugging/sandboxing evasion.",,09/10/2024,02/11/2025
294,kev,02/13/2025,Buffer Overflow,CVE-2015-3113,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability,secondary_impact,T1497,Virtualization/Sandbox Evasion,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/ups-observations-on-cve-2015-3113-prior-zero-days-and-the-pirpi-payload/', 'https://www.trendmicro.com/vinfo/us/threat-encyclopedia/vulnerability/4208/adobe-flash-player-heap-buffer-overflow-vulnerability-cve-2015-3113']","This heap-based buffer overflow vulnerability is exploited by having a user open a maliciously-crafted file. 

In the wild, this exploitation has been used in order to establish command and control (over HTTP) with a target system.  The command and control functionality has also been seen to employ debugging/sandboxing evasion.",,09/10/2024,02/11/2025
295,kev,02/13/2025,Buffer Overflow,CVE-2015-3113,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability,primary_impact,T1071.001,Web Protocols,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/ups-observations-on-cve-2015-3113-prior-zero-days-and-the-pirpi-payload/', 'https://www.trendmicro.com/vinfo/us/threat-encyclopedia/vulnerability/4208/adobe-flash-player-heap-buffer-overflow-vulnerability-cve-2015-3113']","This heap-based buffer overflow vulnerability is exploited by having a user open a maliciously-crafted file. 

In the wild, this exploitation has been used in order to establish command and control (over HTTP) with a target system.  The command and control functionality has also been seen to employ debugging/sandboxing evasion.",,09/10/2024,02/11/2025
296,kev,02/13/2025,Buffer Overflow,CVE-2015-3113,Adobe Flash Player Heap-Based Buffer Overflow Vulnerability,exploitation_technique,T1204.002,Malicious File,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/ups-observations-on-cve-2015-3113-prior-zero-days-and-the-pirpi-payload/', 'https://www.trendmicro.com/vinfo/us/threat-encyclopedia/vulnerability/4208/adobe-flash-player-heap-buffer-overflow-vulnerability-cve-2015-3113']","This heap-based buffer overflow vulnerability is exploited by having a user open a maliciously-crafted file. 

In the wild, this exploitation has been used in order to establish command and control (over HTTP) with a target system.  The command and control functionality has also been seen to employ debugging/sandboxing evasion.",,09/10/2024,02/11/2025
297,kev,02/13/2025,Memory Corruption,CVE-2012-2034,Adobe Flash Player Memory Corruption Vulnerability,exploitation_technique,T1189,Drive-by Compromise,15.1,enterprise,,,,['https://www.mycert.org.my/portal/advisory?id=MA-315.062012'],This vulnerability is exploited by a maliciously-crafted .swf via drive-by compromise.,,09/10/2024,02/11/2025
298,kev,02/13/2025,Code Execution,CVE-2011-0611,Adobe Flash Player Remote Code Execution Vulnerability,primary_impact,T1105,Ingress Tool Transfer,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit%3ASWF%2FCVE-2011-0611.I', 'https://blog.qualys.com/vulnerabilities-threat-research/2011/04/15/placeholder']",This vulnerability is exploited by having a user execute a maliciously-crafted word document or pdf file that has embedded swf. The malicious code then downloads another payload to the target machine.,,09/10/2024,02/11/2025
299,kev,02/13/2025,Code Execution,CVE-2011-0611,Adobe Flash Player Remote Code Execution Vulnerability,exploitation_technique,T1204.002,Malicious File,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit%3ASWF%2FCVE-2011-0611.I', 'https://blog.qualys.com/vulnerabilities-threat-research/2011/04/15/placeholder']",This vulnerability is exploited by having a user execute a maliciously-crafted word document or pdf file that has embedded swf. The malicious code then downloads another payload to the target machine.,,09/10/2024,02/11/2025
300,kev,02/13/2025,Code Execution,CVE-2012-1535,Adobe Flash Player Arbitrary Code Execution Vulnerability,primary_impact,T1105,Ingress Tool Transfer,15.1,enterprise,,,,['https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit:SWF/CVE-2012-1535.A'],This vulnerability is exploited by having a user execute a maliciously-crafted word document that has embedded swf. The embedded swf can download additional malicious software from the web.,,09/10/2024,02/11/2025
301,kev,02/13/2025,Code Execution,CVE-2012-1535,Adobe Flash Player Arbitrary Code Execution Vulnerability,exploitation_technique,T1204.002,Malicious File,15.1,enterprise,,,,['https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit:SWF/CVE-2012-1535.A'],This vulnerability is exploited by having a user execute a maliciously-crafted word document that has embedded swf. The embedded swf can download additional malicious software from the web.,,09/10/2024,02/11/2025
302,kev,02/13/2025,Memory Corruption,CVE-2015-3043,Adobe Flash Player Memory Corruption Vulnerability,exploitation_technique,T1189,Drive-by Compromise,15.1,enterprise,,,,[],This vulnerability is exploited by a maliciously-crafted .swf file which can be run on a user system via drive-by compromise.,,09/10/2024,02/11/2025
303,kev,02/13/2025,Code Execution,CVE-2015-7645,Adobe Flash Player Arbitrary Code Execution Vulnerability,exploitation_technique,T1204.002,Malicious File,15.1,enterprise,,,,['https://securityaffairs.com/54120/reports/exploit-kits-top-flaws.html'],This vulnerability is exploited by the user opening a maliciously-crafted .swf file.,,09/10/2024,02/11/2025
304,kev,02/13/2025,Authentication Bypass,CVE-2020-12812,Fortinet FortiOS SSL VPN Improper Authentication Vulnerability,primary_impact,T1556,Modify Authentication Process,15.1,enterprise,,,,['https://www.cisa.gov/news-events/alerts/2021/04/02/fbi-cisa-joint-advisory-exploitation-fortinet-fortios-vulnerabilities'],"CVE-2020-12812 is an improper authentication vulnerability in Fortinet's FortiOS, specifically affecting the SSL VPN feature. This vulnerability allows attackers to bypass two-factor authentication under certain conditions, potentially leading to unauthorized access to sensitive systems.",,09/10/2024,02/11/2025
305,kev,02/13/2025,Authentication Bypass,CVE-2020-12812,Fortinet FortiOS SSL VPN Improper Authentication Vulnerability,exploitation_technique,T1556,Modify Authentication Process,15.1,enterprise,,,,['https://www.cisa.gov/news-events/alerts/2021/04/02/fbi-cisa-joint-advisory-exploitation-fortinet-fortios-vulnerabilities'],"CVE-2020-12812 is an improper authentication vulnerability in Fortinet's FortiOS, specifically affecting the SSL VPN feature. This vulnerability allows attackers to bypass two-factor authentication under certain conditions, potentially leading to unauthorized access to sensitive systems.",,09/10/2024,02/11/2025
306,kev,02/13/2025,Default Configuration,CVE-2019-5591,Fortinet FortiOS Default Configuration Vulnerability,secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,['https://www.cisa.gov/news-events/alerts/2021/04/02/fbi-cisa-joint-advisory-exploitation-fortinet-fortios-vulnerabilities'],"CVE-2019-5591 is a default configuration vulnerability in Fortinet's FortiOS, specifically affecting the FortiGate SSL VPN. This vulnerability allows an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating a Lightweight Directory Access Protocol (LDAP) server.",,09/10/2024,02/11/2025
307,kev,02/13/2025,Default Configuration,CVE-2019-5591,Fortinet FortiOS Default Configuration Vulnerability,primary_impact,T1557,Adversary-in-the-Middle,15.1,enterprise,,,,['https://www.cisa.gov/news-events/alerts/2021/04/02/fbi-cisa-joint-advisory-exploitation-fortinet-fortios-vulnerabilities'],"CVE-2019-5591 is a default configuration vulnerability in Fortinet's FortiOS, specifically affecting the FortiGate SSL VPN. This vulnerability allows an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating a Lightweight Directory Access Protocol (LDAP) server.",,09/10/2024,02/11/2025
308,kev,02/13/2025,Default Configuration,CVE-2019-5591,Fortinet FortiOS Default Configuration Vulnerability,exploitation_technique,T1133,External Remote Services,15.1,enterprise,,,,['https://www.cisa.gov/news-events/alerts/2021/04/02/fbi-cisa-joint-advisory-exploitation-fortinet-fortios-vulnerabilities'],"CVE-2019-5591 is a default configuration vulnerability in Fortinet's FortiOS, specifically affecting the FortiGate SSL VPN. This vulnerability allows an unauthenticated attacker on the same subnet to intercept sensitive information by impersonating a Lightweight Directory Access Protocol (LDAP) server.",,09/10/2024,02/11/2025
309,kev,02/13/2025,Code Execution,CVE-2021-35464,ForgeRock Access Management (AM) Core Server Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.cisa.gov/news-events/alerts/2021/07/12/critical-forgerock-access-management-vulnerability', 'https://www.rapid7.com/blog/post/2021/06/30/forgerock-openam-pre-auth-remote-code-execution-vulnerability-what-you-need-to-know/']","CVE-2021-35464, a pre-auth remote code execution (RCE) vulnerability in ForgeRock Access Manager identity and access management software. ForgeRock front-ends web applications and remote access solutions in many enterprises.",,09/10/2024,02/11/2025
310,kev,02/13/2025,Code Execution,CVE-2021-35464,ForgeRock Access Management (AM) Core Server Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.cisa.gov/news-events/alerts/2021/07/12/critical-forgerock-access-management-vulnerability', 'https://www.rapid7.com/blog/post/2021/06/30/forgerock-openam-pre-auth-remote-code-execution-vulnerability-what-you-need-to-know/']","CVE-2021-35464, a pre-auth remote code execution (RCE) vulnerability in ForgeRock Access Manager identity and access management software. ForgeRock front-ends web applications and remote access solutions in many enterprises.",,09/10/2024,02/11/2025
311,kev,02/13/2025,Code Execution,CVE-2021-22986,F5 BIG-IP and BIG-IQ Centralized Management iControl REST Remote Code Execution Vulnerability,secondary_impact,T1485,Data Destruction,15.1,enterprise,,,,"['https://www.cpomagazine.com/cyber-security/massive-cyber-attacks-target-f5-big-ip-critical-vulnerabilities-after-firm-releases-updates/', 'https://arstechnica.com/gadgets/2021/03/to-security-pros-dread-another-critical-server-vulnerability-is-under-exploit/', 'https://my.f5.com/manage/s/article/K03009991']","CVE-2021-22986 is a remote command execution vulnerability occurring on the iControl REST interface. Impact reported by the F5 security advisory ""This vulnerability allows for unauthenticated attackers with network access to the iControl REST interface, through the BIG-IP management interface and self IP addresses, to execute arbitrary system commands, create or delete files, and disable services. This vulnerability can only be exploited through the control plane and cannot be exploited through the data plane. Exploitation can lead to complete system compromise. """,,09/10/2024,02/11/2025
312,kev,02/13/2025,Code Execution,CVE-2021-22986,F5 BIG-IP and BIG-IQ Centralized Management iControl REST Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.cpomagazine.com/cyber-security/massive-cyber-attacks-target-f5-big-ip-critical-vulnerabilities-after-firm-releases-updates/', 'https://arstechnica.com/gadgets/2021/03/to-security-pros-dread-another-critical-server-vulnerability-is-under-exploit/', 'https://my.f5.com/manage/s/article/K03009991']","CVE-2021-22986 is a remote command execution vulnerability occurring on the iControl REST interface. Impact reported by the F5 security advisory ""This vulnerability allows for unauthenticated attackers with network access to the iControl REST interface, through the BIG-IP management interface and self IP addresses, to execute arbitrary system commands, create or delete files, and disable services. This vulnerability can only be exploited through the control plane and cannot be exploited through the data plane. Exploitation can lead to complete system compromise. """,,09/10/2024,02/11/2025
313,kev,02/13/2025,Code Execution,CVE-2021-22986,F5 BIG-IP and BIG-IQ Centralized Management iControl REST Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.cpomagazine.com/cyber-security/massive-cyber-attacks-target-f5-big-ip-critical-vulnerabilities-after-firm-releases-updates/', 'https://arstechnica.com/gadgets/2021/03/to-security-pros-dread-another-critical-server-vulnerability-is-under-exploit/', 'https://my.f5.com/manage/s/article/K03009991']","CVE-2021-22986 is a remote command execution vulnerability occurring on the iControl REST interface. Impact reported by the F5 security advisory ""This vulnerability allows for unauthenticated attackers with network access to the iControl REST interface, through the BIG-IP management interface and self IP addresses, to execute arbitrary system commands, create or delete files, and disable services. This vulnerability can only be exploited through the control plane and cannot be exploited through the data plane. Exploitation can lead to complete system compromise. """,,09/10/2024,02/11/2025
314,kev,02/13/2025,Code Execution,CVE-2020-5902,F5 BIG-IP Traffic Management User Interface (TMUI) Remote Code Execution Vulnerability,secondary_impact,T1552,Unsecured Credentials,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-206a'],"CVE-2020-5902—an RCE vulnerability in the BIG-IP Traffic Management User Interface (TMUI)—to take control of victim systems. On June 30, F5 disclosed CVE-2020-5902, stating that it allows attackers to, “execute arbitrary system commands, create or delete files, disable services, and/or execute arbitrary Java code.” - CISA Advisory",,09/10/2024,02/11/2025
315,kev,02/13/2025,Code Execution,CVE-2020-5902,F5 BIG-IP Traffic Management User Interface (TMUI) Remote Code Execution Vulnerability,secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,['https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-206a'],"CVE-2020-5902—an RCE vulnerability in the BIG-IP Traffic Management User Interface (TMUI)—to take control of victim systems. On June 30, F5 disclosed CVE-2020-5902, stating that it allows attackers to, “execute arbitrary system commands, create or delete files, disable services, and/or execute arbitrary Java code.” - CISA Advisory",,09/10/2024,02/11/2025
316,kev,02/13/2025,Code Execution,CVE-2020-5902,F5 BIG-IP Traffic Management User Interface (TMUI) Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.cisa.gov/sites/default/files/publications/CISA-072420-F5-BIG-IP-Vulnerability-Fact-Sheet_508.pdf', 'https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-206a']","CVE-2020-5902—an RCE vulnerability in the BIG-IP Traffic Management User Interface (TMUI)—to take control of victim systems. On June 30, F5 disclosed CVE-2020-5902, stating that it allows attackers to, “execute arbitrary system commands, create or delete files, disable services, and/or execute arbitrary Java code.” - CISA Advisory",,09/10/2024,02/11/2025
317,kev,02/13/2025,Hard-coded Credentials,CVE-2020-8657,EyesOfNetwork Use of Hard-Coded Credentials Vulnerability,exploitation_technique,T1106,Native API,15.1,enterprise,,,,['https://www.clouddefense.ai/cve/2020/CVE-2020-8657'],CVE-2020-8657 identifies a security issue in EyesOfNetwork 5.3 that exposes a vulnerability in the API key implementation. ,,09/10/2024,02/11/2025
318,kev,02/13/2025,Buffer Overflow,CVE-2018-6789,Exim Buffer Overflow Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/', 'https://news.sophos.com/en-us/2019/06/07/action-required-exim-mail-servers-need-urgent-patching/']","CVE-2018-6789 is a vulnerability in Exim, an open-source mail transfer agent. This vulnerability, identified as an off-by-one buffer overflow, allows attackers to execute arbitrary code remotely by sending specially crafted messages to the SMTP listener. ",,09/10/2024,02/11/2025
319,kev,02/13/2025,Buffer Overflow,CVE-2018-6789,Exim Buffer Overflow Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/nsa-top-25-vulnerabilities-actively-abused-by-chinese-hackers/', 'https://news.sophos.com/en-us/2019/06/07/action-required-exim-mail-servers-need-urgent-patching/']","CVE-2018-6789 is a vulnerability in Exim, an open-source mail transfer agent. This vulnerability, identified as an off-by-one buffer overflow, allows attackers to execute arbitrary code remotely by sending specially crafted messages to the SMTP listener. ",,09/10/2024,02/11/2025
320,kev,02/13/2025,Code Execution,CVE-2021-22205,GitLab Community and Enterprise Editions Remote Code Execution Vulnerability,secondary_impact,T1498,Network Denial of Service,15.1,enterprise,,,,"['https://therecord.media/gitlab-servers-are-being-exploited-in-ddos-attacks-in-excess-of-1-tbps', 'https://www.bleepingcomputer.com/news/security/over-30-000-gitlab-servers-still-unpatched-against-critical-bug/']",CVE-2021-22205 is a critical remote code execution vulnerability allowing unauthenticated attackers to execute arbitrary commands on affected systems. The vulnerability was reported to be actively exploited for o assemble botnets and launch gigantic distributed denial of service (DDoS) attacks. ,,09/10/2024,02/11/2025
321,kev,02/13/2025,Code Execution,CVE-2021-22205,GitLab Community and Enterprise Editions Remote Code Execution Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://therecord.media/gitlab-servers-are-being-exploited-in-ddos-attacks-in-excess-of-1-tbps', 'https://www.bleepingcomputer.com/news/security/over-30-000-gitlab-servers-still-unpatched-against-critical-bug/']",CVE-2021-22205 is a critical remote code execution vulnerability allowing unauthenticated attackers to execute arbitrary commands on affected systems. The vulnerability was reported to be actively exploited for o assemble botnets and launch gigantic distributed denial of service (DDoS) attacks. ,,09/10/2024,02/11/2025
322,kev,02/13/2025,Code Execution,CVE-2021-22205,GitLab Community and Enterprise Editions Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://therecord.media/gitlab-servers-are-being-exploited-in-ddos-attacks-in-excess-of-1-tbps', 'https://www.bleepingcomputer.com/news/security/over-30-000-gitlab-servers-still-unpatched-against-critical-bug/']",CVE-2021-22205 is a critical remote code execution vulnerability allowing unauthenticated attackers to execute arbitrary commands on affected systems. The vulnerability was reported to be actively exploited for o assemble botnets and launch gigantic distributed denial of service (DDoS) attacks. ,,09/10/2024,02/11/2025
323,kev,02/13/2025,Code Execution,CVE-2018-7600,Drupal Core Remote Code Execution Vulnerability,secondary_impact,T1485,Data Destruction,15.1,enterprise,,,,"['https://threatpost.com/cryptojacking-campaign-exploits-drupal-bug-over-400-websites-attacked/131733/', 'https://www.infosecurity-magazine.com/news-features/exploited-state-fix/']","CVE-2018-7602 is a remote code execution (RCE) vulnerability affecting Drupal’s versions 7 and 8. According to reports, successfully exploiting the vulnerability entails elevating the permission to modify or delete the content of a Drupal-run site and crypto-jacking campaigns.

",,09/10/2024,02/11/2025
324,kev,02/13/2025,Code Execution,CVE-2018-7600,Drupal Core Remote Code Execution Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://threatpost.com/cryptojacking-campaign-exploits-drupal-bug-over-400-websites-attacked/131733/', 'https://www.infosecurity-magazine.com/news-features/exploited-state-fix/']","CVE-2018-7602 is a remote code execution (RCE) vulnerability affecting Drupal’s versions 7 and 8. According to reports, successfully exploiting the vulnerability entails elevating the permission to modify or delete the content of a Drupal-run site and crypto-jacking campaigns.

",,09/10/2024,02/11/2025
325,kev,02/13/2025,Code Execution,CVE-2018-7600,Drupal Core Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://threatpost.com/cryptojacking-campaign-exploits-drupal-bug-over-400-websites-attacked/131733/', 'https://www.infosecurity-magazine.com/news-features/exploited-state-fix/']","CVE-2018-7602 is a remote code execution (RCE) vulnerability affecting Drupal’s versions 7 and 8. According to reports, successfully exploiting the vulnerability entails elevating the permission to modify or delete the content of a Drupal-run site and crypto-jacking campaigns.

",,09/10/2024,02/11/2025
326,kev,02/13/2025,Code Execution,CVE-2018-7600,Drupal Core Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://threatpost.com/cryptojacking-campaign-exploits-drupal-bug-over-400-websites-attacked/131733/', 'https://www.infosecurity-magazine.com/news-features/exploited-state-fix/']","CVE-2018-7602 is a remote code execution (RCE) vulnerability affecting Drupal’s versions 7 and 8. According to reports, successfully exploiting the vulnerability entails elevating the permission to modify or delete the content of a Drupal-run site and crypto-jacking campaigns.

",,09/10/2024,02/11/2025
327,kev,02/13/2025,Other,CVE-2020-8515,Multiple DrayTek Vigor Routers Web Management Page Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/new-hoaxcalls-ddos-botnet/', 'https://thehackernews.com/2020/03/draytek-network-hacking.html']","CVE-2020-8515 is a command injection vulnerability affecting certain DrayTek devices, This vulnerability allows an attacker to make arbitrary commands on the affected devices without authentication. Successful exploitation has been reported leading to resource hijacking for botnet use.",,09/10/2024,02/11/2025
328,kev,02/13/2025,Other,CVE-2020-8515,Multiple DrayTek Vigor Routers Web Management Page Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/new-hoaxcalls-ddos-botnet/', 'https://thehackernews.com/2020/03/draytek-network-hacking.html']","CVE-2020-8515 is a command injection vulnerability affecting certain DrayTek devices, This vulnerability allows an attacker to make arbitrary commands on the affected devices without authentication. Successful exploitation has been reported leading to resource hijacking for botnet use.",,09/10/2024,02/11/2025
329,kev,02/13/2025,Other,CVE-2020-8515,Multiple DrayTek Vigor Routers Web Management Page Vulnerability,exploitation_technique,T1133,External Remote Services,15.1,enterprise,,,,"['https://unit42.paloaltonetworks.com/new-hoaxcalls-ddos-botnet/', 'https://thehackernews.com/2020/03/draytek-network-hacking.html']","CVE-2020-8515 is a command injection vulnerability affecting certain DrayTek devices, This vulnerability allows an attacker to make arbitrary commands on the affected devices without authentication. Successful exploitation has been reported leading to resource hijacking for botnet use.",,09/10/2024,02/11/2025
330,kev,02/13/2025,Code Execution,CVE-2017-9822,DotNetNuke (DNN) Remote Code Execution Vulnerability,secondary_impact,T1496,Resource Hijacking,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/-zealot-campaign-uses-nsa-exploits-to-mine-monero-on-windows-and-linux-servers/', 'https://media.defense.gov/2019/Jul/16/2002157839/-1/-1/0/CSA-DOTNETNUKE.PDF']","CVE-2017-9822 is a vulnerability allows an attacker to exploit cookie deserialization, leading to remote code execution (RCE). It has been noted for its potential impact on various web applications",,09/10/2024,02/11/2025
331,kev,02/13/2025,Code Execution,CVE-2017-9822,DotNetNuke (DNN) Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/-zealot-campaign-uses-nsa-exploits-to-mine-monero-on-windows-and-linux-servers/', 'https://media.defense.gov/2019/Jul/16/2002157839/-1/-1/0/CSA-DOTNETNUKE.PDF']","CVE-2017-9822 is a vulnerability allows an attacker to exploit cookie deserialization, leading to remote code execution (RCE). It has been noted for its potential impact on various web applications",,09/10/2024,02/11/2025
332,kev,02/13/2025,Code Execution,CVE-2017-9822,DotNetNuke (DNN) Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/-zealot-campaign-uses-nsa-exploits-to-mine-monero-on-windows-and-linux-servers/', 'https://media.defense.gov/2019/Jul/16/2002157839/-1/-1/0/CSA-DOTNETNUKE.PDF']","CVE-2017-9822 is a vulnerability allows an attacker to exploit cookie deserialization, leading to remote code execution (RCE). It has been noted for its potential impact on various web applications",,09/10/2024,02/11/2025
333,kev,02/13/2025,Command Injection,CVE-2020-25506,D-Link DNS-320 Device Command Injection Vulnerability,secondary_impact,T1584.005,Botnet,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/mirai-ddos-malware-variant-expands-targets-with-13-router-exploits/', 'https://thehackernews.com/2021/03/new-mirai-variant-and-zhtrap-botnet.html']","CVE-2020-25506 is a command injection vulnerability in the D-Link DNS-320 FW v2.06B01 Revision Ax system_mgr.cgi component, which can lead to remote arbitrary code execution.

",,09/10/2024,02/11/2025
334,kev,02/13/2025,Command Injection,CVE-2020-25506,D-Link DNS-320 Device Command Injection Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/mirai-ddos-malware-variant-expands-targets-with-13-router-exploits/', 'https://thehackernews.com/2021/03/new-mirai-variant-and-zhtrap-botnet.html']","CVE-2020-25506 is a command injection vulnerability in the D-Link DNS-320 FW v2.06B01 Revision Ax system_mgr.cgi component, which can lead to remote arbitrary code execution.

",,09/10/2024,02/11/2025
335,kev,02/13/2025,Command Injection,CVE-2020-25506,D-Link DNS-320 Device Command Injection Vulnerability,exploitation_technique,T1133,External Remote Services,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/mirai-ddos-malware-variant-expands-targets-with-13-router-exploits/', 'https://thehackernews.com/2021/03/new-mirai-variant-and-zhtrap-botnet.html']","CVE-2020-25506 is a command injection vulnerability in the D-Link DNS-320 FW v2.06B01 Revision Ax system_mgr.cgi component, which can lead to remote arbitrary code execution.

",,09/10/2024,02/11/2025
336,kev,02/13/2025,Buffer Overflow,CVE-2020-29557,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,secondary_impact,T1584.005,Botnet,15.1,enterprise,,,,['https://thehackernews.com/2021/08/hackers-exploiting-new-auth-bypass-bug.html'],"CVE-2020-29557 is a buffer overflow vulnerability  in the web interface allows attackers to achieve pre-authentication remote code execution. Unidentified threat actors are reported to have been actively exploiting it to co-opt them to a Mirai-variant botnet used for carrying out DDoS attacks, merely two days after its public disclosure. ",,09/10/2024,02/11/2025
337,kev,02/13/2025,Buffer Overflow,CVE-2020-29557,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,['https://thehackernews.com/2021/08/hackers-exploiting-new-auth-bypass-bug.html'],"CVE-2020-29557 is a buffer overflow vulnerability  in the web interface allows attackers to achieve pre-authentication remote code execution. Unidentified threat actors are reported to have been actively exploiting it to co-opt them to a Mirai-variant botnet used for carrying out DDoS attacks, merely two days after its public disclosure. ",,09/10/2024,02/11/2025
338,kev,02/13/2025,Buffer Overflow,CVE-2020-29557,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,['https://thehackernews.com/2021/08/hackers-exploiting-new-auth-bypass-bug.html'],"CVE-2020-29557 is a buffer overflow vulnerability  in the web interface allows attackers to achieve pre-authentication remote code execution. Unidentified threat actors are reported to have been actively exploiting it to co-opt them to a Mirai-variant botnet used for carrying out DDoS attacks, merely two days after its public disclosure. ",,09/10/2024,02/11/2025
339,kev,02/13/2025,Code Execution,CVE-2019-11634,Citrix Workspace Application and Receiver for Windows Remote Code Execution Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://news.sophos.com/en-us/2021/01/26/nefilim-ransomware-attack-uses-ghost-credentials/', 'https://threatpost.com/nefilim-ransomware-ghost-account/163341/']","Vulnerability in Citrix Receiver for Windows may allows attacker to gain read/write access to the client's local drives, potentially enabling code execution on the client device, such as deploying ransomware",,09/10/2024,02/11/2025
